13631	17881	822	30	27130724
13638	17976	858	30	27130724
13627	17627	833	30	27130724
13634	17971	792	30	27130724
13636	18163	827	30	27130724
13623	17959	836	30	27130724
13640	17831	878	30	27130724
13627	17588	883	30	27130724
13636	17961	838	30	27130724
13614	18077	817	30	27130724
13629	17804	805	30	27130724
13634	18123	759	30	27130724
13640	17846	862	30	27130724
13634	18023	891	30	27130724
13633	17680	828	30	27130724
13628	17614	864	30	27130724
13625	17933	839	30	27130724
13624	17845	791	30	27130724
13633	17801	818	30	27130724
13627	17876	868	30	27130724
13622	17671	821	30	27130724
13626	17934	854	30	27130724
13633	17819	855	30	27130724
13615	17916	908	30	27130724
13620	17567	862	30	27130724
13627	17711	833	30	27130724
13627	17920	815	30	27130724
13641	17820	868	30	27130724
13638	17881	794	30	27130724
13637	17605	771	30	27130724
13628	18067	807	30	27130724
13635	17967	832	30	27130724
13638	17903	833	30	27130724
13618	17752	816	30	27130724
13631	17888	805	30	27130724
13631	17698	784	31	27130724
13631	17880	739	30	27130724
13639	17961	865	31	27130724
13613	17638	777	30	27130724
13638	17745	760	30	27130724
13620	17411	870	30	27130724
13633	17656	905	30	27130724
13632	17734	768	30	27130724
13621	17581	874	30	27130724
13628	17942	814	30	27130724
13623	18004	833	30	27130724
13636	17818	811	30	27130724
13635	17921	874	30	27130724
13621	17883	870	30	27130724
13624	17608	804	30	27130724
13635	18197	831	30	27130724
13620	17837	777	30	27130724
13637	17901	926	30	27130724
13632	17639	807	30	27130724
13639	17910	842	30	27130724
13618	17852	846	30	27130724
13640	18077	834	30	27130724
13641	18017	832	30	27130724
13621	18010	841	30	27130724
13616	17868	849	30	27130724
13639	17989	842	30	27130724
13613	17942	723	30	27130724
13637	17905	807	30	27130724
13614	17698	777	30	27130724
13627	17637	786	30	27130724
13627	17916	814	30	27130724
13638	17715	872	30	27130724
13638	17741	861	30	27130724
13633	18083	898	30	27130724
13631	18051	861	30	27130724
13637	18129	855	30	27130724
13636	17952	880	30	27130724
13638	17666	835	30	27130724
13636	17700	807	30	27130724
13629	17741	839	30	27130724
13641	17942	881	30	27130724
13637	17814	883	30	27130724
13639	17864	866	30	27130724
13629	17732	832	30	27130724
13636	17891	844	30	27130724
13637	17942	822	30	27130724
13635	17691	829	30	27130724
13608	17651	869	30	27130724
13624	18139	859	30	27130724
13620	17674	815	31	27130724
13638	17751	855	30	27130724
13639	17570	866	31	27130724
13636	17815	889	30	27130724
13637	17846	845	30	27130724
13629	17688	839	30	27130724
13634	17985	836	30	27130724
13618	17768	818	30	27130724
13638	17818	812	30	27130724
13639	18199	883	30	27130724
13639	17813	809	30	27130724
13634	17744	840	30	27130724
13638	18025	866	30	27130724
13635	17885	792	30	27130724
13619	18146	802	30	27130724
13633	18047	843	30	27130724
13631	17754	818	30	27130724
13627	18131	835	30	27130724
13625	17625	823	30	27130724
13626	17902	851	30	27130724
13637	17926	869	30	27130724
13625	18080	836	30	27130724
13632	18051	833	30	27130724
13629	17998	837	30	27130724
13641	17901	787	30	27130724
13617	17977	818	30	27130724
13641	17960	879	30	27130724
13637	18017	877	30	27130724
13636	17862	910	30	27130724
13627	17786	861	30	27130724
13629	17848	867	30	27130724
13633	18154	854	30	27130724
13636	17664	795	30	27130724
13618	17892	849	30	27130724
13636	17998	831	30	27130724
13643	17913	830	30	27130724
13614	17908	863	30	27130724
