22634	47068	3332	80	26082148
22636	47349	3304	80	26082148
22632	46993	3216	80	26082148
22633	47086	3302	80	26082148
22637	47496	3241	80	26082148
22633	47211	3243	80	26082148
22627	47323	3224	80	26082148
22621	47575	3253	80	26082148
22628	47331	3237	81	26082148
22631	47623	3330	80	26082148
22612	47371	3293	80	26082148
22639	46596	3296	80	26082148
22631	47602	3336	80	26082148
22637	47142	3219	81	26082148
22638	47117	3303	80	26082148
22626	47086	3182	80	26082148
22635	46590	3299	80	26082148
22638	47920	3182	80	26082148
22640	47475	3187	80	26082148
22630	47081	3224	80	26082148
22623	47086	3244	80	26082148
22637	47266	3270	80	26082148
22637	47166	3369	80	26082148
22619	47238	3246	80	26082148
22636	47009	3320	80	26082148
22636	47400	3208	81	26082148
22630	47351	3143	80	26082148
22637	47695	3374	80	26082148
22643	47692	3258	80	26082148
22632	47576	3197	80	26082148
22621	47118	3365	81	26082148
22636	46899	3251	80	26082148
22631	47651	3331	80	26082148
22636	47134	3221	80	26082148
22637	47628	3335	80	26082148
22632	47296	3359	81	26082148
22636	47276	3230	80	26082148
22615	46908	3164	80	26082148
22637	47576	3245	80	26082148
22633	47537	3193	80	26082148
22633	47061	3300	80	26082148
22636	46699	3324	80	26082148
22622	47421	3057	80	26082148
22639	47283	3280	80	26082148
22631	47111	3359	80	26082148
22636	47413	3197	80	26082148
22636	47591	3262	80	26082148
22635	47147	3258	81	26082148
22607	47185	3128	80	26082148
22634	47771	3365	80	26082148
22635	47311	3246	80	26082148
22627	47538	3281	80	26082148
22628	46925	3208	81	26082148
22636	47209	3207	80	26082148
22630	47091	3332	80	26082148
22632	47498	3358	80	26082148
22621	47429	3247	80	26082148
22633	47528	3238	80	26082148
22638	47227	3239	80	26082148
22630	47351	3254	80	26082148
22626	47148	3232	80	26082148
22629	47635	3246	80	26082148
22635	47696	3292	80	26082148
22632	47208	3396	80	26082148
22627	47054	3368	80	26082148
22635	47268	3356	80	26082148
22636	47108	3258	80	26082148
22631	47134	3165	80	26082148
22626	47525	3298	80	26082148
22623	46954	3294	81	26082148
22617	47679	3296	80	26082148
22624	47685	3295	80	26082148
22634	47431	3424	80	26082148
22631	47533	3227	80	26082148
22635	47417	3226	81	26082148
22636	47061	3255	80	26082148
22640	47442	3277	80	26082148
22620	47055	3208	80	26082148
22631	47672	3362	80	26082148
22629	47241	3296	80	26082148
22624	46955	3295	80	26082148
22642	47740	3120	80	26082148
22625	47224	3254	80	26082148
22635	47528	3287	80	26082148
22636	46913	3359	80	26082148
22641	47080	3250	80	26082148
22635	47306	3264	81	26082148
22637	47382	3335	80	26082148
22636	47063	3247	80	26082148
22629	47227	3249	80	26082148
22621	47575	3333	80	26082148
22628	47404	3215	81	26082148
22630	47135	3203	80	26082148
22638	47310	3337	80	26082148
22634	47349	3255	80	26082148
22634	47313	3311	80	26082148
22623	47450	3275	81	26082148
22637	47522	3317	80	26082148
22623	47344	3219	80	26082148
22635	47056	3228	80	26082148
22638	46862	3323	80	26082148
22621	47250	3226	80	26082148
22635	47597	3427	80	26082148
22634	46928	3292	80	26082148
22640	46987	3345	80	26082148
22618	47414	3218	80	26082148
22628	46955	3134	80	26082148
22633	47493	3347	80	26082148
22624	46937	3352	81	26082148
22621	46864	3216	80	26082148
22616	47285	3148	80	26082148
22631	47474	3187	80	26082148
22632	47807	3313	80	26082148
22634	46950	3231	81	26082148
22633	47320	3212	80	26082148
22624	47048	3255	80	26082148
22642	47183	3234	80	26082148
22631	47372	3286	80	26082148
22638	46976	3141	81	26082148
22640	47080	3328	80	26082148
22635	46956	3239	80	26082148
