4612	2136	92	0	27130724
4640	2241	140	0	27130724
4619	2110	115	0	27130724
4627	2113	108	0	27130724
4635	2140	103	0	27130724
4625	2179	96	0	27130724
4637	2203	115	0	27130724
4621	2116	108	0	27130724
4643	2192	124	0	27130724
4634	2191	113	0	27130724
4607	2096	93	0	27130724
4636	2102	118	0	27130724
4634	2134	103	0	27130724
4623	2172	94	0	27130724
4635	2254	117	0	27130724
4623	2182	105	0	27130724
4634	2202	125	0	27130724
4634	2185	128	0	27130724
4630	2212	112	0	27130724
4635	2095	108	0	27130724
4629	2184	106	0	27130724
4622	2164	113	0	27130724
4630	2198	112	0	27130724
4606	2148	93	0	27130724
4630	2240	112	0	27130724
4630	2131	110	0	27130724
4634	2165	108	0	27130724
4636	2114	120	0	27130724
4625	2097	118	0	27130724
4631	2087	95	0	27130724
4631	2139	107	0	27130724
4636	2145	128	0	27130724
4634	2211	118	0	27130724
4637	2111	121	0	27130724
4629	2096	108	0	27130724
4632	2065	114	0	27130724
4624	2146	106	0	27130724
4636	2207	113	0	27130724
4632	2132	107	0	27130724
4631	2192	102	0	27130724
4636	2195	116	0	27130724
4624	2116	101	0	27130724
4634	2109	109	0	27130724
4630	2150	111	0	27130724
4637	2181	114	0	27130724
4627	2212	117	0	27130724
4623	2194	105	0	27130724
4632	2169	127	0	27130724
4621	2320	107	0	27130724
4636	2154	123	0	27130724
4636	2198	129	0	27130724
4631	2186	108	0	27130724
4639	2151	107	0	27130724
4636	2126	107	0	27130724
4623	2084	101	0	27130724
4634	2148	108	0	27130724
4639	2195	120	0	27130724
4632	2124	128	0	27130724
4636	2113	112	0	27130724
4625	2088	113	0	27130724
4637	2103	124	0	27130724
4633	2251	105	0	27130724
4642	2238	133	0	27130724
4637	2175	123	0	27130724
4617	2127	104	0	27130724
4636	2136	128	0	27130724
4631	2124	110	0	27130724
4637	2074	122	0	27130724
4630	2226	112	0	27130724
4625	2111	105	0	27130724
4636	2265	106	0	27130724
4636	2152	110	0	27130724
4626	2158	120	0	27130724
4633	2123	121	0	27130724
4620	2164	100	0	27130724
4636	2046	98	0	27130724
4639	2186	117	0	27130724
4637	2202	129	0	27130724
4634	2144	114	0	27130724
4633	2084	101	0	27130724
4628	2206	101	0	27130724
4612	2175	107	0	27130724
4628	2158	102	0	27130724
4626	2120	98	0	27130724
4626	2136	112	0	27130724
4628	2104	104	0	27130724
4636	2195	120	0	27130724
4626	2173	118	0	27130724
4641	2208	117	0	27130724
4634	2128	117	0	27130724
4631	2129	104	0	27130724
4637	2103	124	0	27130724
4638	2192	134	0	27130724
4637	2172	127	0	27130724
4622	2185	109	0	27130724
4637	2149	113	0	27130724
4618	2115	104	0	27130724
4633	2193	110	0	27130724
4621	2119	108	0	27130724
4625	2102	120	0	27130724
4633	2145	103	0	27130724
4632	2175	102	0	27130724
4628	2193	103	0	27130724
4633	2071	119	0	27130724
4625	2179	111	0	27130724
4634	2155	112	0	27130724
4636	2069	127	0	27130724
4641	2204	131	0	27130724
4633	2227	107	0	27130724
4625	2213	114	0	27130724
4638	2131	114	0	27130724
4638	2072	106	0	27130724
4635	2150	120	0	27130724
4636	2151	111	0	27130724
4635	2203	125	0	27130724
4636	2117	108	0	27130724
4628	2269	121	0	27130724
4627	2180	113	0	27130724
4632	2231	121	0	27130724
4630	2199	111	0	27130724
4616	2207	113	0	27130724
