18120	30665	1738	50	26082148
18141	31061	1707	50	26082148
18127	31140	1761	50	26082148
18128	31176	1734	50	26082148
18122	30686	1734	50	26082148
18141	31295	1867	50	26082148
18136	30895	1714	50	26082148
18140	30785	1760	50	26082148
18139	31225	1829	50	26082148
18125	30813	1702	50	26082148
18105	31026	1822	51	26082148
18135	30955	1730	50	26082148
18125	30858	1808	50	26082148
18122	31211	1787	50	26082148
18137	30866	1847	50	26082148
18109	30942	1820	50	26082148
18137	31487	1810	50	26082148
18116	30915	1755	50	26082148
18140	31153	1786	50	26082148
18136	31134	1819	50	26082148
18130	31170	1841	50	26082148
18134	30973	1823	50	26082148
18124	31119	1763	50	26082148
18124	30880	1765	50	26082148
18137	31159	1781	50	26082148
18136	30932	1809	51	26082148
18134	30860	1796	50	26082148
18135	31006	1669	51	26082148
18130	30751	1784	50	26082148
18135	30540	1725	50	26082148
18117	30948	1761	50	26082148
18132	31152	1801	50	26082148
18123	30798	1753	50	26082148
18132	30855	1852	50	26082148
18134	31156	1773	50	26082148
18136	31135	1843	50	26082148
18124	31109	1869	50	26082148
18131	31338	1787	50	26082148
18138	31068	1777	50	26082148
18128	31095	1790	50	26082148
18133	31038	1760	50	26082148
18139	31143	1784	50	26082148
18131	30633	1730	51	26082148
18137	31097	1794	50	26082148
18124	31221	1882	50	26082148
18130	31035	1844	50	26082148
18120	31208	1722	50	26082148
18131	30960	1877	50	26082148
18133	30841	1720	50	26082148
18120	30719	1774	50	26082148
18126	30854	1866	50	26082148
18131	31025	1841	50	26082148
18115	31091	1707	50	26082148
18133	31094	1830	50	26082148
18123	31078	1790	50	26082148
18137	30978	1796	50	26082148
18133	30897	1752	50	26082148
18132	30596	1750	51	26082148
18141	31007	1779	50	26082148
18139	31190	1752	50	26082148
18138	31073	1923	50	26082148
18139	31271	1761	50	26082148
18140	30946	1753	50	26082148
18127	31380	1845	50	26082148
18133	31230	1795	50	26082148
18136	31103	1873	50	26082148
18131	31051	1803	50	26082148
18120	31195	1851	50	26082148
18104	30966	1792	50	26082148
18136	31471	1846	50	26082148
18118	30589	1697	50	26082148
18126	31206	1771	50	26082148
18140	31040	1667	51	26082148
18127	30583	1755	50	26082148
18134	31127	1822	50	26082148
18130	31026	1724	50	26082148
18133	30975	1743	50	26082148
18128	31091	1915	50	26082148
18140	31239	1765	50	26082148
18133	30860	1792	50	26082148
18113	31042	1747	50	26082148
18124	31025	1825	50	26082148
18121	31207	1808	50	26082148
18139	30820	1817	50	26082148
18139	31172	1747	50	26082148
18141	31024	1820	50	26082148
18133	30965	1819	50	26082148
18130	30787	1914	51	26082148
18122	30634	1799	50	26082148
18139	30820	1708	50	26082148
18135	31207	1796	50	26082148
18115	31079	1744	50	26082148
18140	30804	1764	50	26082148
18139	31045	1823	50	26082148
18129	30898	1784	50	26082148
18132	31130	1795	50	26082148
18135	30859	1751	50	26082148
18134	31228	1833	50	26082148
18138	31034	1831	50	26082148
18136	31184	1782	50	26082148
18136	31128	1857	50	26082148
18128	31298	1729	50	26082148
18123	31061	1651	51	26082148
18116	31025	1673	50	26082148
18132	30991	1834	51	26082148
18133	31124	1783	50	26082148
18132	30855	1843	50	26082148
18135	31027	1734	50	26082148
18135	31046	1910	50	26082148
18120	30952	1720	50	26082148
18134	31176	1771	50	26082148
18140	31023	1786	50	26082148
18138	31270	1699	50	26082148
18119	30884	1800	50	26082148
18136	31443	1775	50	26082148
18134	31043	1801	50	26082148
18135	31066	1766	50	26082148
18142	31253	1812	50	26082148
18127	30912	1748	50	26082148
18137	30989	1744	51	26082148
18122	31243	1789	50	26082148
